event_id,event_type,chromosome,strand,gene_name,common_start,short_exon_end,long_exon_end,sample,psi,inclusion_reads,exclusion_reads,total_reads,confidence
A5SS_chr10_31447335_56,A5SS,chr10,+,GENE_0056,31447335,31447835,31447967,sample_4_Aligned.sortedByCoord.out,0.6487500655050761,17,21,38,high
A5SS_chr10_31447335_56,A5SS,chr10,+,GENE_0056,31447335,31447835,31447967,sample_5_Aligned.sortedByCoord.out,0.6297328512561042,21,17,38,high
A5SS_chr10_31447335_56,A5SS,chr10,+,GENE_0056,31447335,31447835,31447967,sample_6_Aligned.sortedByCoord.out,0.5575617602735706,10,16,26,high
A5SS_chr19_25248122_57,A5SS,chr19,-,GENE_0057,25248122,25248622,25248812,sample_1_Aligned.sortedByCoord.out,0.667709407128288,22,22,44,high
A5SS_chr19_25248122_57,A5SS,chr19,-,GENE_0057,25248122,25248622,25248812,sample_2_Aligned.sortedByCoord.out,0.6537313184389303,17,15,32,high
A5SS_chr19_25248122_57,A5SS,chr19,-,GENE_0057,25248122,25248622,25248812,sample_3_Aligned.sortedByCoord.out,0.5223740395652785,22,15,37,high
A5SS_chr19_25248122_57,A5SS,chr19,-,GENE_0057,25248122,25248622,25248812,sample_4_Aligned.sortedByCoord.out,0.4480184033945202,21,17,38,high
A5SS_chr19_25248122_57,A5SS,chr19,-,GENE_0057,25248122,25248622,25248812,sample_5_Aligned.sortedByCoord.out,0.38192793427527194,24,13,37,high
A5SS_chr19_25248122_57,A5SS,chr19,-,GENE_0057,25248122,25248622,25248812,sample_6_Aligned.sortedByCoord.out,0.1295874023688944,21,16,37,high
A5SS_chr22_47677975_58,A5SS,chr22,+,GENE_0058,47677975,47678475,47678579,sample_1_Aligned.sortedByCoord.out,0.45354259234767513,17,11,28,high
A5SS_chr22_47677975_58,A5SS,chr22,+,GENE_0058,47677975,47678475,47678579,sample_2_Aligned.sortedByCoord.out,0.46534413342875824,25,11,36,high
A5SS_chr22_47677975_58,A5SS,chr22,+,GENE_0058,47677975,47678475,47678579,sample_3_Aligned.sortedByCoord.out,0.8759511797069177,29,15,44,high
A5SS_chr22_47677975_58,A5SS,chr22,+,GENE_0058,47677975,47678475,47678579,sample_4_Aligned.sortedByCoord.out,0.7843540568284237,21,15,36,high
A5SS_chr22_47677975_58,A5SS,chr22,+,GENE_0058,47677975,47678475,47678579,sample_5_Aligned.sortedByCoord.out,0.2471890398596049,24,15,39,high
A5SS_chr22_47677975_58,A5SS,chr22,+,GENE_0058,47677975,47678475,47678579,sample_6_Aligned.sortedByCoord.out,0.41857377307975535,19,11,30,high
A5SS_chr4_2180761_59,A5SS,chr4,+,GENE_0059,2180761,2181261,2181404,sample_1_Aligned.sortedByCoord.out,0.4253694325381186,19,11,30,high
A5SS_chr4_2180761_59,A5SS,chr4,+,GENE_0059,2180761,2181261,2181404,sample_2_Aligned.sortedByCoord.out,0.5458421642883319,19,13,32,high
A5SS_chr4_2180761_59,A5SS,chr4,+,GENE_0059,2180761,2181261,2181404,sample_3_Aligned.sortedByCoord.out,0.11836316944719225,23,8,31,high
A5SS_chr4_2180761_59,A5SS,chr4,+,GENE_0059,2180761,2181261,2181404,sample_4_Aligned.sortedByCoord.out,0.9708657074886354,19,20,39,high
A5SS_chr4_2180761_59,A5SS,chr4,+,GENE_0059,2180761,2181261,2181404,sample_5_Aligned.sortedByCoord.out,0.5711886720574674,27,10,37,high
A5SS_chr4_2180761_59,A5SS,chr4,+,GENE_0059,2180761,2181261,2181404,sample_6_Aligned.sortedByCoord.out,0.36845456040893154,16,14,30,high
A5SS_chr19_38313772_60,A5SS,chr19,+,GENE_0060,38313772,38314272,38314334,sample_1_Aligned.sortedByCoord.out,0.5964636513377738,21,18,39,high
A5SS_chr19_38313772_60,A5SS,chr19,+,GENE_0060,38313772,38314272,38314334,sample_2_Aligned.sortedByCoord.out,0.4902678791193634,14,13,27,high
A5SS_chr19_38313772_60,A5SS,chr19,+,GENE_0060,38313772,38314272,38314334,sample_3_Aligned.sortedByCoord.out,0.5739378896978092,28,13,41,high
A5SS_chr19_38313772_60,A5SS,chr19,+,GENE_0060,38313772,38314272,38314334,sample_4_Aligned.sortedByCoord.out,0.5660986301987587,17,20,37,high
A5SS_chr19_38313772_60,A5SS,chr19,+,GENE_0060,38313772,38314272,38314334,sample_5_Aligned.sortedByCoord.out,0.28872471087459983,11,14,25,high
A5SS_chr19_38313772_60,A5SS,chr19,+,GENE_0060,38313772,38314272,38314334,sample_6_Aligned.sortedByCoord.out,0.4707527015133223,34,14,48,high
A5SS_chr8_37852814_61,A5SS,chr8,-,GENE_0061,37852814,37853314,37853393,sample_1_Aligned.sortedByCoord.out,0.6406134580044908,26,14,40,high
A5SS_chr8_37852814_61,A5SS,chr8,-,GENE_0061,37852814,37853314,37853393,sample_2_Aligned.sortedByCoord.out,0.6365936172803486,23,17,40,high
A5SS_chr8_37852814_61,A5SS,chr8,-,GENE_0061,37852814,37853314,37853393,sample_3_Aligned.sortedByCoord.out,0.8362711393637163,14,13,27,high
A5SS_chr8_37852814_61,A5SS,chr8,-,GENE_0061,37852814,37853314,37853393,sample_4_Aligned.sortedByCoord.out,0.7604732809216554,21,13,34,high
A5SS_chr8_37852814_61,A5SS,chr8,-,GENE_0061,37852814,37853314,37853393,sample_5_Aligned.sortedByCoord.out,0.7094086766992375,19,12,31,high
A5SS_chr8_37852814_61,A5SS,chr8,-,GENE_0061,37852814,37853314,37853393,sample_6_Aligned.sortedByCoord.out,0.21299514688494225,13,20,33,high
A5SS_chr18_22714357_62,A5SS,chr18,+,GENE_0062,22714357,22714857,22715006,sample_1_Aligned.sortedByCoord.out,0.41057826500602246,23,14,37,high
A5SS_chr18_22714357_62,A5SS,chr18,+,GENE_0062,22714357,22714857,22715006,sample_2_Aligned.sortedByCoord.out,0.5143444180795794,16,16,32,high
A5SS_chr18_22714357_62,A5SS,chr18,+,GENE_0062,22714357,22714857,22715006,sample_3_Aligned.sortedByCoord.out,0.1573011558129158,20,18,38,high
A5SS_chr18_22714357_62,A5SS,chr18,+,GENE_0062,22714357,22714857,22715006,sample_4_Aligned.sortedByCoord.out,0.26366780817741137,23,20,43,high
A5SS_chr18_22714357_62,A5SS,chr18,+,GENE_0062,22714357,22714857,22715006,sample_5_Aligned.sortedByCoord.out,0.0881905278745361,20,13,33,high
A5SS_chr18_22714357_62,A5SS,chr18,+,GENE_0062,22714357,22714857,22715006,sample_6_Aligned.sortedByCoord.out,0.3592860411779611,21,6,27,high
A5SS_chr5_36280353_63,A5SS,chr5,-,GENE_0063,36280353,36280853,36281012,sample_1_Aligned.sortedByCoord.out,0.9083911659245342,26,16,42,high
A5SS_chr5_36280353_63,A5SS,chr5,-,GENE_0063,36280353,36280853,36281012,sample_2_Aligned.sortedByCoord.out,0.8157045297415788,21,13,34,high
A5SS_chr5_36280353_63,A5SS,chr5,-,GENE_0063,36280353,36280853,36281012,sample_3_Aligned.sortedByCoord.out,0.8269485202723823,17,11,28,high
A5SS_chr5_36280353_63,A5SS,chr5,-,GENE_0063,36280353,36280853,36281012,sample_4_Aligned.sortedByCoord.out,0.32734915878936677,20,18,38,high
A5SS_chr5_36280353_63,A5SS,chr5,-,GENE_0063,36280353,36280853,36281012,sample_5_Aligned.sortedByCoord.out,0.7384664680645754,19,15,34,high
A5SS_chr5_36280353_63,A5SS,chr5,-,GENE_0063,36280353,36280853,36281012,sample_6_Aligned.sortedByCoord.out,0.36474686306730014,20,17,37,high
A5SS_chr11_6177796_64,A5SS,chr11,+,GENE_0064,6177796,6178296,6178473,sample_1_Aligned.sortedByCoord.out,0.6911931744758374,18,15,33,high
A5SS_chr11_6177796_64,A5SS,chr11,+,GENE_0064,6177796,6178296,6178473,sample_2_Aligned.sortedByCoord.out,0.6760268233753297,15,16,31,high
A5SS_chr11_6177796_64,A5SS,chr11,+,GENE_0064,6177796,6178296,6178473,sample_3_Aligned.sortedByCoord.out,0.7478645898400538,14,14,28,high
A5SS_chr11_6177796_64,A5SS,chr11,+,GENE_0064,6177796,6178296,6178473,sample_4_Aligned.sortedByCoord.out,0.9536609118967155,28,13,41,high
A5SS_chr11_6177796_64,A5SS,chr11,+,GENE_0064,6177796,6178296,6178473,sample_5_Aligned.sortedByCoord.out,0.5080613141960264,20,15,35,high
A5SS_chr11_6177796_64,A5SS,chr11,+,GENE_0064,6177796,6178296,6178473,sample_6_Aligned.sortedByCoord.out,0.6027691058660867,20,18,38,high
A5SS_chr21_34094536_65,A5SS,chr21,+,GENE_0065,34094536,34095036,34095144,sample_1_Aligned.sortedByCoord.out,0.8378740972302252,23,8,31,high
A5SS_chr21_34094536_65,A5SS,chr21,+,GENE_0065,34094536,34095036,34095144,sample_2_Aligned.sortedByCoord.out,0.07022360789371333,18,12,30,high
A5SS_chr21_34094536_65,A5SS,chr21,+,GENE_0065,34094536,34095036,34095144,sample_3_Aligned.sortedByCoord.out,0.46526110109595753,19,12,31,high
A5SS_chr21_34094536_65,A5SS,chr21,+,GENE_0065,34094536,34095036,34095144,sample_4_Aligned.sortedByCoord.out,0.4144497067595267,21,14,35,high
A5SS_chr21_34094536_65,A5SS,chr21,+,GENE_0065,34094536,34095036,34095144,sample_5_Aligned.sortedByCoord.out,0.4927897343981372,22,16,38,high
A5SS_chr21_34094536_65,A5SS,chr21,+,GENE_0065,34094536,34095036,34095144,sample_6_Aligned.sortedByCoord.out,0.2757083639135858,15,20,35,high
A5SS_chr7_32786987_66,A5SS,chr7,+,GENE_0066,32786987,32787487,32787537,sample_1_Aligned.sortedByCoord.out,0.1918217633619431,16,11,27,high
A5SS_chr7_32786987_66,A5SS,chr7,+,GENE_0066,32786987,32787487,32787537,sample_2_Aligned.sortedByCoord.out,0.5093872739155944,25,14,39,high
A5SS_chr7_32786987_66,A5SS,chr7,+,GENE_0066,32786987,32787487,32787537,sample_3_Aligned.sortedByCoord.out,0.6259628568747048,31,10,41,high
A5SS_chr7_32786987_66,A5SS,chr7,+,GENE_0066,32786987,32787487,32787537,sample_4_Aligned.sortedByCoord.out,0.5831950771269881,21,6,27,high
A5SS_chr7_32786987_66,A5SS,chr7,+,GENE_0066,32786987,32787487,32787537,sample_5_Aligned.sortedByCoord.out,0.7172817118990057,16,18,34,high
A5SS_chr7_32786987_66,A5SS,chr7,+,GENE_0066,32786987,32787487,32787537,sample_6_Aligned.sortedByCoord.out,0.854573738002563,29,17,46,high
A5SS_chr3_30434356_67,A5SS,chr3,-,GENE_0067,30434356,30434856,30435050,sample_1_Aligned.sortedByCoord.out,0.46827508155253017,21,16,37,high
A5SS_chr3_30434356_67,A5SS,chr3,-,GENE_0067,30434356,30434856,30435050,sample_2_Aligned.sortedByCoord.out,0.39986790212009654,22,17,39,high
A5SS_chr3_30434356_67,A5SS,chr3,-,GENE_0067,30434356,30434856,30435050,sample_3_Aligned.sortedByCoord.out,0.7081239082628443,30,18,48,high
A5SS_chr3_30434356_67,A5SS,chr3,-,GENE_0067,30434356,30434856,30435050,sample_4_Aligned.sortedByCoord.out,0.5894169309340823,18,16,34,high
A5SS_chr3_30434356_67,A5SS,chr3,-,GENE_0067,30434356,30434856,30435050,sample_5_Aligned.sortedByCoord.out,0.6259454181622844,27,13,40,high
A5SS_chr3_30434356_67,A5SS,chr3,-,GENE_0067,30434356,30434856,30435050,sample_6_Aligned.sortedByCoord.out,0.6146376858551466,15,20,35,high
A5SS_chr5_36369569_68,A5SS,chr5,-,GENE_0068,36369569,36370069,36370240,sample_1_Aligned.sortedByCoord.out,0.42117797207533714,16,12,28,high
A5SS_chr5_36369569_68,A5SS,chr5,-,GENE_0068,36369569,36370069,36370240,sample_2_Aligned.sortedByCoord.out,0.23018502073786182,19,17,36,high
A5SS_chr5_36369569_68,A5SS,chr5,-,GENE_0068,36369569,36370069,36370240,sample_3_Aligned.sortedByCoord.out,0.5577481675003337,13,17,30,high
A5SS_chr5_36369569_68,A5SS,chr5,-,GENE_0068,36369569,36370069,36370240,sample_4_Aligned.sortedByCoord.out,0.7944744207845829,22,21,43,high
A5SS_chr5_36369569_68,A5SS,chr5,-,GENE_0068,36369569,36370069,36370240,sample_5_Aligned.sortedByCoord.out,0.6583918534366753,26,22,48,high
A5SS_chr5_36369569_68,A5SS,chr5,-,GENE_0068,36369569,36370069,36370240,sample_6_Aligned.sortedByCoord.out,0.3486007970499144,15,23,38,high
A5SS_chr15_21184560_69,A5SS,chr15,-,GENE_0069,21184560,21185060,21185193,sample_1_Aligned.sortedByCoord.out,0.18864995611720492,14,10,24,high
A5SS_chr15_21184560_69,A5SS,chr15,-,GENE_0069,21184560,21185060,21185193,sample_2_Aligned.sortedByCoord.out,0.8050415543128807,15,18,33,high
A5SS_chr15_21184560_69,A5SS,chr15,-,GENE_0069,21184560,21185060,21185193,sample_3_Aligned.sortedByCoord.out,0.5262507165067308,24,12,36,high
A5SS_chr15_21184560_69,A5SS,chr15,-,GENE_0069,21184560,21185060,21185193,sample_4_Aligned.sortedByCoord.out,0.892088262549375,22,18,40,high
A5SS_chr15_21184560_69,A5SS,chr15,-,GENE_0069,21184560,21185060,21185193,sample_5_Aligned.sortedByCoord.out,0.16931644207677737,19,19,38,high
A5SS_chr15_21184560_69,A5SS,chr15,-,GENE_0069,21184560,21185060,21185193,sample_6_Aligned.sortedByCoord.out,0.07601649721256404,15,15,30,high
A5SS_chr10_3968198_70,A5SS,chr10,+,GENE_0070,3968198,3968698,3968866,sample_1_Aligned.sortedByCoord.out,0.7106600009591676,9,11,20,high
A5SS_chr10_3968198_70,A5SS,chr10,+,GENE_0070,3968198,3968698,3968866,sample_2_Aligned.sortedByCoord.out,0.8572343760487087,21,23,44,high
A5SS_chr10_3968198_70,A5SS,chr10,+,GENE_0070,3968198,3968698,3968866,sample_3_Aligned.sortedByCoord.out,0.9184742596176901,23,15,38,high
A5SS_chr10_3968198_70,A5SS,chr10,+,GENE_0070,3968198,3968698,3968866,sample_4_Aligned.sortedByCoord.out,0.692539934228053,19,17,36,high
A5SS_chr10_3968198_70,A5SS,chr10,+,GENE_0070,3968198,3968698,3968866,sample_5_Aligned.sortedByCoord.out,0.31994487481343215,19,11,30,high
A5SS_chr10_3968198_70,A5SS,chr10,+,GENE_0070,3968198,3968698,3968866,sample_6_Aligned.sortedByCoord.out,0.1439546230044351,16,20,36,high
A5SS_chr17_18687279_71,A5SS,chr17,+,GENE_0071,18687279,18687779,18687909,sample_1_Aligned.sortedByCoord.out,0.5268298678284492,15,14,29,high
A5SS_chr17_18687279_71,A5SS,chr17,+,GENE_0071,18687279,18687779,18687909,sample_2_Aligned.sortedByCoord.out,0.7719852713804474,22,21,43,high
A5SS_chr17_18687279_71,A5SS,chr17,+,GENE_0071,18687279,18687779,18687909,sample_3_Aligned.sortedByCoord.out,0.5288694094492704,16,20,36,high
A5SS_chr17_18687279_71,A5SS,chr17,+,GENE_0071,18687279,18687779,18687909,sample_4_Aligned.sortedByCoord.out,0.499414968330907,26,16,42,high
A5SS_chr17_18687279_71,A5SS,chr17,+,GENE_0071,18687279,18687779,18687909,sample_5_Aligned.sortedByCoord.out,0.476451857019404,23,16,39,high
A5SS_chr17_18687279_71,A5SS,chr17,+,GENE_0071,18687279,18687779,18687909,sample_6_Aligned.sortedByCoord.out,0.07450536883454648,16,9,25,high
A5SS_chr22_18275152_72,A5SS,chr22,+,GENE_0072,18275152,18275652,18275846,sample_1_Aligned.sortedByCoord.out,0.4681462030644899,23,8,31,high
A5SS_chr22_18275152_72,A5SS,chr22,+,GENE_0072,18275152,18275652,18275846,sample_2_Aligned.sortedByCoord.out,0.564297595116552,16,13,29,high
A5SS_chr22_18275152_72,A5SS,chr22,+,GENE_0072,18275152,18275652,18275846,sample_3_Aligned.sortedByCoord.out,0.7182395382380986,21,18,39,high
A5SS_chr22_18275152_72,A5SS,chr22,+,GENE_0072,18275152,18275652,18275846,sample_4_Aligned.sortedByCoord.out,0.8744336860438888,18,20,38,high
A5SS_chr22_18275152_72,A5SS,chr22,+,GENE_0072,18275152,18275652,18275846,sample_5_Aligned.sortedByCoord.out,0.4201777453258847,20,9,29,high
A5SS_chr22_18275152_72,A5SS,chr22,+,GENE_0072,18275152,18275652,18275846,sample_6_Aligned.sortedByCoord.out,0.8264442978578176,21,26,47,high
A5SS_chr17_7599999_73,A5SS,chr17,+,GENE_0073,7599999,7600499,7600641,sample_1_Aligned.sortedByCoord.out,0.5813641826403492,25,12,37,high
A5SS_chr17_7599999_73,A5SS,chr17,+,GENE_0073,7599999,7600499,7600641,sample_2_Aligned.sortedByCoord.out,0.5820564738784183,20,20,40,high
A5SS_chr17_7599999_73,A5SS,chr17,+,GENE_0073,7599999,7600499,7600641,sample_3_Aligned.sortedByCoord.out,0.9023317888328363,29,14,43,high
A5SS_chr17_7599999_73,A5SS,chr17,+,GENE_0073,7599999,7600499,7600641,sample_4_Aligned.sortedByCoord.out,0.28556650948874424,22,7,29,high
A5SS_chr17_7599999_73,A5SS,chr17,+,GENE_0073,7599999,7600499,7600641,sample_5_Aligned.sortedByCoord.out,0.30588638989367245,25,14,39,high
A5SS_chr17_7599999_73,A5SS,chr17,+,GENE_0073,7599999,7600499,7600641,sample_6_Aligned.sortedByCoord.out,0.04841959081601742,22,19,41,high
A5SS_chr8_18298999_74,A5SS,chr8,-,GENE_0074,18298999,18299499,18299604,sample_1_Aligned.sortedByCoord.out,0.4993300565977574,23,15,38,high
A5SS_chr8_18298999_74,A5SS,chr8,-,GENE_0074,18298999,18299499,18299604,sample_2_Aligned.sortedByCoord.out,0.45406438030217244,31,13,44,high
A5SS_chr8_18298999_74,A5SS,chr8,-,GENE_0074,18298999,18299499,18299604,sample_3_Aligned.sortedByCoord.out,0.5864329839461396,33,15,48,high
A5SS_chr8_18298999_74,A5SS,chr8,-,GENE_0074,18298999,18299499,18299604,sample_4_Aligned.sortedByCoord.out,0.5481332442123926,12,15,27,high
A5SS_chr8_18298999_74,A5SS,chr8,-,GENE_0074,18298999,18299499,18299604,sample_5_Aligned.sortedByCoord.out,0.523361235330095,22,14,36,high
A5SS_chr8_18298999_74,A5SS,chr8,-,GENE_0074,18298999,18299499,18299604,sample_6_Aligned.sortedByCoord.out,0.36084341161788464,27,15,42,high
A5SS_chr1_13437556_75,A5SS,chr1,-,GENE_0075,13437556,13438056,13438208,sample_1_Aligned.sortedByCoord.out,0.5905429210152392,24,9,33,high
A5SS_chr1_13437556_75,A5SS,chr1,-,GENE_0075,13437556,13438056,13438208,sample_2_Aligned.sortedByCoord.out,0.7324515425165733,17,13,30,high
A5SS_chr1_13437556_75,A5SS,chr1,-,GENE_0075,13437556,13438056,13438208,sample_3_Aligned.sortedByCoord.out,0.4941435141800233,21,13,34,high
A5SS_chr1_13437556_75,A5SS,chr1,-,GENE_0075,13437556,13438056,13438208,sample_4_Aligned.sortedByCoord.out,0.6891700884708387,18,15,33,high
A5SS_chr1_13437556_75,A5SS,chr1,-,GENE_0075,13437556,13438056,13438208,sample_5_Aligned.sortedByCoord.out,0.427545356003395,9,11,20,high
A5SS_chr1_13437556_75,A5SS,chr1,-,GENE_0075,13437556,13438056,13438208,sample_6_Aligned.sortedByCoord.out,0.3798453632401565,22,17,39,high
A5SS_chr21_4367748_76,A5SS,chr21,+,GENE_0076,4367748,4368248,4368420,sample_1_Aligned.sortedByCoord.out,0.5926742339950164,16,11,27,high
A5SS_chr21_4367748_76,A5SS,chr21,+,GENE_0076,4367748,4368248,4368420,sample_2_Aligned.sortedByCoord.out,0.7686493239712757,28,13,41,high
A5SS_chr21_4367748_76,A5SS,chr21,+,GENE_0076,4367748,4368248,4368420,sample_3_Aligned.sortedByCoord.out,0.7105256201506638,20,17,37,high
A5SS_chr21_4367748_76,A5SS,chr21,+,GENE_0076,4367748,4368248,4368420,sample_4_Aligned.sortedByCoord.out,0.569380520458719,17,13,30,high
A5SS_chr21_4367748_76,A5SS,chr21,+,GENE_0076,4367748,4368248,4368420,sample_5_Aligned.sortedByCoord.out,0.8649208503117952,18,15,33,high
A5SS_chr21_4367748_76,A5SS,chr21,+,GENE_0076,4367748,4368248,4368420,sample_6_Aligned.sortedByCoord.out,0.5031408761874144,17,16,33,high
A5SS_chr11_29289143_77,A5SS,chr11,+,GENE_0077,29289143,29289643,29289817,sample_1_Aligned.sortedByCoord.out,0.6238944741429888,15,16,31,high
A5SS_chr11_29289143_77,A5SS,chr11,+,GENE_0077,29289143,29289643,29289817,sample_2_Aligned.sortedByCoord.out,0.8767916150770433,18,18,36,high
A5SS_chr11_29289143_77,A5SS,chr11,+,GENE_0077,29289143,29289643,29289817,sample_3_Aligned.sortedByCoord.out,0.8642226913206175,20,23,43,high
A5SS_chr11_29289143_77,A5SS,chr11,+,GENE_0077,29289143,29289643,29289817,sample_4_Aligned.sortedByCoord.out,0.06769949911650966,34,18,52,high
A5SS_chr11_29289143_77,A5SS,chr11,+,GENE_0077,29289143,29289643,29289817,sample_5_Aligned.sortedByCoord.out,0.26549598000452324,22,18,40,high
A5SS_chr11_29289143_77,A5SS,chr11,+,GENE_0077,29289143,29289643,29289817,sample_6_Aligned.sortedByCoord.out,0.27816240065422076,21,18,39,high
A5SS_chr16_24228816_78,A5SS,chr16,-,GENE_0078,24228816,24229316,24229462,sample_1_Aligned.sortedByCoord.out,0.44765008602690665,24,15,39,high
A5SS_chr16_24228816_78,A5SS,chr16,-,GENE_0078,24228816,24229316,24229462,sample_2_Aligned.sortedByCoord.out,0.10777380203449963,18,19,37,high
A5SS_chr16_24228816_78,A5SS,chr16,-,GENE_0078,24228816,24229316,24229462,sample_3_Aligned.sortedByCoord.out,0.4145346661185888,18,21,39,high
A5SS_chr16_24228816_78,A5SS,chr16,-,GENE_0078,24228816,24229316,24229462,sample_4_Aligned.sortedByCoord.out,0.45825115491696994,19,14,33,high
A5SS_chr16_24228816_78,A5SS,chr16,-,GENE_0078,24228816,24229316,24229462,sample_5_Aligned.sortedByCoord.out,0.6791158244137211,31,18,49,high
A5SS_chr16_24228816_78,A5SS,chr16,-,GENE_0078,24228816,24229316,24229462,sample_6_Aligned.sortedByCoord.out,0.20800252557977417,20,9,29,high
A5SS_chr19_19497537_79,A5SS,chr19,-,GENE_0079,19497537,19498037,19498113,sample_1_Aligned.sortedByCoord.out,0.46999858486903967,23,13,36,high
A5SS_chr19_19497537_79,A5SS,chr19,-,GENE_0079,19497537,19498037,19498113,sample_2_Aligned.sortedByCoord.out,0.5296795678906191,10,14,24,high
A5SS_chr19_19497537_79,A5SS,chr19,-,GENE_0079,19497537,19498037,19498113,sample_3_Aligned.sortedByCoord.out,0.20695969774506115,20,14,34,high
A5SS_chr19_19497537_79,A5SS,chr19,-,GENE_0079,19497537,19498037,19498113,sample_4_Aligned.sortedByCoord.out,0.9050314485465878,23,14,37,high
A5SS_chr19_19497537_79,A5SS,chr19,-,GENE_0079,19497537,19498037,19498113,sample_5_Aligned.sortedByCoord.out,0.5717787804469482,11,12,23,high
A5SS_chr19_19497537_79,A5SS,chr19,-,GENE_0079,19497537,19498037,19498113,sample_6_Aligned.sortedByCoord.out,0.8921663431700773,19,19,38,high
A5SS_chr7_23460291_80,A5SS,chr7,+,GENE_0080,23460291,23460791,23460860,sample_1_Aligned.sortedByCoord.out,0.7299358255413143,19,23,42,high
A5SS_chr7_23460291_80,A5SS,chr7,+,GENE_0080,23460291,23460791,23460860,sample_2_Aligned.sortedByCoord.out,0.6766975911438196,20,8,28,high
A5SS_chr7_23460291_80,A5SS,chr7,+,GENE_0080,23460291,23460791,23460860,sample_3_Aligned.sortedByCoord.out,0.9070446334574843,17,10,27,high
A5SS_chr7_23460291_80,A5SS,chr7,+,GENE_0080,23460291,23460791,23460860,sample_4_Aligned.sortedByCoord.out,0.12717252251973638,14,13,27,high
A5SS_chr7_23460291_80,A5SS,chr7,+,GENE_0080,23460291,23460791,23460860,sample_5_Aligned.sortedByCoord.out,0.447218499483109,25,11,36,high
A5SS_chr7_23460291_80,A5SS,chr7,+,GENE_0080,23460291,23460791,23460860,sample_6_Aligned.sortedByCoord.out,0.8859826931830589,24,20,44,high
A5SS_chr3_4634992_81,A5SS,chr3,+,GENE_0081,4634992,4635492,4635651,sample_1_Aligned.sortedByCoord.out,0.5563357912590058,18,12,30,high
A5SS_chr3_4634992_81,A5SS,chr3,+,GENE_0081,4634992,4635492,4635651,sample_2_Aligned.sortedByCoord.out,0.48066695225381995,26,21,47,high
A5SS_chr3_4634992_81,A5SS,chr3,+,GENE_0081,4634992,4635492,4635651,sample_3_Aligned.sortedByCoord.out,0.47949545044726394,24,10,34,high
A5SS_chr3_4634992_81,A5SS,chr3,+,GENE_0081,4634992,4635492,4635651,sample_4_Aligned.sortedByCoord.out,0.33139651329886805,23,11,34,high
A5SS_chr3_4634992_81,A5SS,chr3,+,GENE_0081,4634992,4635492,4635651,sample_5_Aligned.sortedByCoord.out,0.29186586695712075,27,19,46,high
A5SS_chr3_4634992_81,A5SS,chr3,+,GENE_0081,4634992,4635492,4635651,sample_6_Aligned.sortedByCoord.out,0.31851618942974264,21,10,31,high
A5SS_chr2_25813009_82,A5SS,chr2,-,GENE_0082,25813009,25813509,25813579,sample_1_Aligned.sortedByCoord.out,0.6695773715117225,14,20,34,high
A5SS_chr2_25813009_82,A5SS,chr2,-,GENE_0082,25813009,25813509,25813579,sample_2_Aligned.sortedByCoord.out,0.6823206768638616,23,14,37,high
A5SS_chr2_25813009_82,A5SS,chr2,-,GENE_0082,25813009,25813509,25813579,sample_3_Aligned.sortedByCoord.out,0.07177721523963533,19,14,33,high
A5SS_chr2_25813009_82,A5SS,chr2,-,GENE_0082,25813009,25813509,25813579,sample_4_Aligned.sortedByCoord.out,0.312901074014651,16,15,31,high
A5SS_chr2_25813009_82,A5SS,chr2,-,GENE_0082,25813009,25813509,25813579,sample_5_Aligned.sortedByCoord.out,0.26176702821207204,16,13,29,high
A5SS_chr2_25813009_82,A5SS,chr2,-,GENE_0082,25813009,25813509,25813579,sample_6_Aligned.sortedByCoord.out,0.723662298466949,26,16,42,high
A5SS_chr12_9129969_83,A5SS,chr12,+,GENE_0083,9129969,9130469,9130547,sample_1_Aligned.sortedByCoord.out,0.41187501156372536,22,18,40,high
A5SS_chr12_9129969_83,A5SS,chr12,+,GENE_0083,9129969,9130469,9130547,sample_2_Aligned.sortedByCoord.out,0.30564216013091006,14,17,31,high
A5SS_chr12_9129969_83,A5SS,chr12,+,GENE_0083,9129969,9130469,9130547,sample_3_Aligned.sortedByCoord.out,0.49692329952076414,17,13,30,high
A5SS_chr12_9129969_83,A5SS,chr12,+,GENE_0083,9129969,9130469,9130547,sample_4_Aligned.sortedByCoord.out,0.4840563526057974,30,12,42,high
A5SS_chr12_9129969_83,A5SS,chr12,+,GENE_0083,9129969,9130469,9130547,sample_5_Aligned.sortedByCoord.out,0.5172265359566163,18,12,30,high
A5SS_chr12_9129969_83,A5SS,chr12,+,GENE_0083,9129969,9130469,9130547,sample_6_Aligned.sortedByCoord.out,0.7949509069930892,19,15,34,high
A5SS_chr11_28453107_84,A5SS,chr11,-,GENE_0084,28453107,28453607,28453790,sample_1_Aligned.sortedByCoord.out,0.7443437044841089,16,12,28,high
A5SS_chr11_28453107_84,A5SS,chr11,-,GENE_0084,28453107,28453607,28453790,sample_2_Aligned.sortedByCoord.out,0.04185386887505844,24,12,36,high
A5SS_chr11_28453107_84,A5SS,chr11,-,GENE_0084,28453107,28453607,28453790,sample_3_Aligned.sortedByCoord.out,0.8698225474080401,20,13,33,high
A5SS_chr11_28453107_84,A5SS,chr11,-,GENE_0084,28453107,28453607,28453790,sample_4_Aligned.sortedByCoord.out,0.45888007966212785,27,14,41,high
A5SS_chr11_28453107_84,A5SS,chr11,-,GENE_0084,28453107,28453607,28453790,sample_5_Aligned.sortedByCoord.out,0.716921855782524,17,16,33,high
