sample,chromosome,start,end,strand,unique_reads,multi_reads,total_reads,junction_type,junction_id
sample_3_Aligned.sortedByCoord.out,chr21,19766670,19769498,-,7,4,11,known,chr21:19766670-19769498
sample_3_Aligned.sortedByCoord.out,chr11,7200906,7207016,-,12,2,14,known,chr11:7200906-7207016
sample_3_Aligned.sortedByCoord.out,chr5,24193113,24199407,+,10,1,11,known,chr5:24193113-24199407
sample_3_Aligned.sortedByCoord.out,chr18,41881013,41883176,-,10,3,13,known,chr18:41881013-41883176
sample_3_Aligned.sortedByCoord.out,chr2,23101766,23102239,-,8,1,9,novel,chr2:23101766-23102239
sample_3_Aligned.sortedByCoord.out,chr13,25253513,25263087,-,11,3,14,novel,chr13:25253513-25263087
sample_3_Aligned.sortedByCoord.out,chr21,29193250,29193585,-,12,3,15,known,chr21:29193250-29193585
sample_3_Aligned.sortedByCoord.out,chr6,30141161,30141267,-,8,0,8,known,chr6:30141161-30141267
sample_3_Aligned.sortedByCoord.out,chr20,16246391,16250329,-,11,1,12,novel,chr20:16246391-16250329
sample_3_Aligned.sortedByCoord.out,chr5,20301726,20309423,-,14,6,20,known,chr5:20301726-20309423
sample_3_Aligned.sortedByCoord.out,chr1,2192675,2201004,-,14,4,18,novel,chr1:2192675-2201004
sample_3_Aligned.sortedByCoord.out,chr10,3309176,3318392,-,10,4,14,known,chr10:3309176-3318392
sample_3_Aligned.sortedByCoord.out,chr8,2288870,2294009,+,11,1,12,novel,chr8:2288870-2294009
sample_3_Aligned.sortedByCoord.out,chr5,22882789,22890608,+,9,0,9,known,chr5:22882789-22890608
sample_3_Aligned.sortedByCoord.out,chr21,18541152,18547924,-,10,2,12,known,chr21:18541152-18547924
sample_3_Aligned.sortedByCoord.out,chr15,26727662,26737229,+,10,2,12,novel,chr15:26727662-26737229
sample_3_Aligned.sortedByCoord.out,chr20,28863456,28868905,-,9,6,15,known,chr20:28863456-28868905
sample_3_Aligned.sortedByCoord.out,chr11,47307211,47309222,-,8,1,9,known,chr11:47307211-47309222
sample_3_Aligned.sortedByCoord.out,chr12,25847802,25852625,-,7,7,14,known,chr12:25847802-25852625
sample_3_Aligned.sortedByCoord.out,chr16,35884582,35886145,-,8,2,10,novel,chr16:35884582-35886145
sample_3_Aligned.sortedByCoord.out,chr14,39816021,39817917,-,16,2,18,known,chr14:39816021-39817917
sample_3_Aligned.sortedByCoord.out,chr7,12715373,12723220,-,9,5,14,known,chr7:12715373-12723220
sample_3_Aligned.sortedByCoord.out,chr14,9520258,9526731,+,8,1,9,known,chr14:9520258-9526731
sample_3_Aligned.sortedByCoord.out,chr22,23282450,23291322,-,17,0,17,known,chr22:23282450-23291322
sample_3_Aligned.sortedByCoord.out,chr16,32987323,32994089,+,12,3,15,known,chr16:32987323-32994089
sample_3_Aligned.sortedByCoord.out,chr21,9008426,9015927,-,5,2,7,known,chr21:9008426-9015927
sample_3_Aligned.sortedByCoord.out,chr17,41471879,41477459,-,15,0,15,novel,chr17:41471879-41477459
sample_3_Aligned.sortedByCoord.out,chr19,22096716,22103129,+,10,2,12,novel,chr19:22096716-22103129
sample_3_Aligned.sortedByCoord.out,chr20,40048378,40051065,-,7,2,9,known,chr20:40048378-40051065
sample_3_Aligned.sortedByCoord.out,chr18,12494897,12501123,+,9,0,9,known,chr18:12494897-12501123
sample_3_Aligned.sortedByCoord.out,chr11,2142951,2145094,+,9,1,10,known,chr11:2142951-2145094
sample_3_Aligned.sortedByCoord.out,chr2,42972487,42981333,-,12,1,13,known,chr2:42972487-42981333
sample_3_Aligned.sortedByCoord.out,chr5,33682130,33685920,+,9,3,12,known,chr5:33682130-33685920
sample_3_Aligned.sortedByCoord.out,chr6,17686848,17695140,+,10,2,12,known,chr6:17686848-17695140
sample_3_Aligned.sortedByCoord.out,chr7,34045387,34054193,-,18,1,19,known,chr7:34045387-34054193
sample_3_Aligned.sortedByCoord.out,chr17,44544584,44546730,+,11,2,13,known,chr17:44544584-44546730
sample_3_Aligned.sortedByCoord.out,chr15,7124433,7132684,+,8,3,11,known,chr15:7124433-7132684
sample_3_Aligned.sortedByCoord.out,chr15,6454237,6454726,+,14,1,15,known,chr15:6454237-6454726
sample_3_Aligned.sortedByCoord.out,chr5,7654574,7656815,+,12,2,14,known,chr5:7654574-7656815
sample_3_Aligned.sortedByCoord.out,chr4,24342584,24350937,-,8,0,8,novel,chr4:24342584-24350937
sample_3_Aligned.sortedByCoord.out,chr22,23093470,23094612,+,10,1,11,known,chr22:23093470-23094612
sample_3_Aligned.sortedByCoord.out,chr19,47347782,47350438,-,12,1,13,known,chr19:47347782-47350438
sample_3_Aligned.sortedByCoord.out,chr16,36680339,36680720,+,9,2,11,known,chr16:36680339-36680720
sample_3_Aligned.sortedByCoord.out,chr7,47756285,47758462,-,9,3,12,known,chr7:47756285-47758462
sample_3_Aligned.sortedByCoord.out,chr22,22684904,22685261,+,12,4,16,novel,chr22:22684904-22685261
sample_3_Aligned.sortedByCoord.out,chr4,32873345,32876829,+,11,6,17,known,chr4:32873345-32876829
sample_3_Aligned.sortedByCoord.out,chr11,8861276,8866091,-,12,3,15,known,chr11:8861276-8866091
sample_3_Aligned.sortedByCoord.out,chr15,19459424,19466446,+,7,2,9,known,chr15:19459424-19466446
sample_3_Aligned.sortedByCoord.out,chr13,4887252,4889666,+,11,3,14,known,chr13:4887252-4889666
sample_3_Aligned.sortedByCoord.out,chr1,37861976,37864916,+,6,0,6,novel,chr1:37861976-37864916
sample_3_Aligned.sortedByCoord.out,chr17,28491886,28496922,-,12,4,16,known,chr17:28491886-28496922
sample_3_Aligned.sortedByCoord.out,chr20,21957267,21959888,+,5,2,7,known,chr20:21957267-21959888
sample_3_Aligned.sortedByCoord.out,chr3,28724058,28728249,-,8,1,9,known,chr3:28724058-28728249
sample_3_Aligned.sortedByCoord.out,chr19,38569583,38576719,+,9,2,11,known,chr19:38569583-38576719
sample_3_Aligned.sortedByCoord.out,chr13,23949720,23951662,+,4,1,5,known,chr13:23949720-23951662
sample_3_Aligned.sortedByCoord.out,chr12,28111723,28119693,+,13,1,14,known,chr12:28111723-28119693
sample_3_Aligned.sortedByCoord.out,chr6,11827944,11837290,-,8,1,9,novel,chr6:11827944-11837290
sample_3_Aligned.sortedByCoord.out,chr3,16052551,16059524,-,8,3,11,known,chr3:16052551-16059524
sample_3_Aligned.sortedByCoord.out,chr7,44641934,44650570,-,11,1,12,known,chr7:44641934-44650570
sample_3_Aligned.sortedByCoord.out,chr1,43026453,43034343,-,2,0,2,novel,chr1:43026453-43034343
sample_3_Aligned.sortedByCoord.out,chr12,7329165,7329839,+,8,0,8,known,chr12:7329165-7329839
sample_3_Aligned.sortedByCoord.out,chr19,33314819,33321534,-,12,1,13,known,chr19:33314819-33321534
sample_3_Aligned.sortedByCoord.out,chr3,7658304,7660823,+,6,1,7,known,chr3:7658304-7660823
sample_3_Aligned.sortedByCoord.out,chr6,20457683,20464278,+,13,5,18,known,chr6:20457683-20464278
sample_3_Aligned.sortedByCoord.out,chr9,41846235,41850374,-,8,2,10,known,chr9:41846235-41850374
sample_3_Aligned.sortedByCoord.out,chr16,16311471,16316949,+,11,3,14,known,chr16:16311471-16316949
sample_3_Aligned.sortedByCoord.out,chr10,47808031,47816351,-,6,2,8,known,chr10:47808031-47816351
sample_3_Aligned.sortedByCoord.out,chr14,5500619,5504272,+,11,3,14,known,chr14:5500619-5504272
sample_3_Aligned.sortedByCoord.out,chr15,4834837,4835398,-,6,2,8,known,chr15:4834837-4835398
sample_3_Aligned.sortedByCoord.out,chr7,32131455,32132573,+,17,2,19,novel,chr7:32131455-32132573
sample_3_Aligned.sortedByCoord.out,chr10,16583063,16592614,-,8,2,10,known,chr10:16583063-16592614
sample_3_Aligned.sortedByCoord.out,chr8,13840205,13843024,-,8,5,13,known,chr8:13840205-13843024
sample_3_Aligned.sortedByCoord.out,chr8,45560002,45568828,-,9,1,10,known,chr8:45560002-45568828
sample_3_Aligned.sortedByCoord.out,chr9,2232393,2232849,+,8,1,9,known,chr9:2232393-2232849
sample_3_Aligned.sortedByCoord.out,chr8,44894148,44904055,-,14,4,18,novel,chr8:44894148-44904055
sample_3_Aligned.sortedByCoord.out,chr22,48421086,48422663,+,9,2,11,known,chr22:48421086-48422663
sample_3_Aligned.sortedByCoord.out,chr15,9432596,9439068,+,15,2,17,known,chr15:9432596-9439068
sample_3_Aligned.sortedByCoord.out,chr2,32819164,32824424,-,8,2,10,known,chr2:32819164-32824424
sample_3_Aligned.sortedByCoord.out,chr10,36193193,36195676,+,6,0,6,known,chr10:36193193-36195676
sample_3_Aligned.sortedByCoord.out,chr17,2366203,2375882,-,7,4,11,novel,chr17:2366203-2375882
sample_3_Aligned.sortedByCoord.out,chr13,24132971,24142830,-,6,1,7,known,chr13:24132971-24142830
sample_3_Aligned.sortedByCoord.out,chr17,6136082,6136683,+,9,2,11,known,chr17:6136082-6136683
sample_3_Aligned.sortedByCoord.out,chr14,49820773,49825781,-,7,0,7,known,chr14:49820773-49825781
sample_3_Aligned.sortedByCoord.out,chr21,25680958,25687056,+,11,6,17,known,chr21:25680958-25687056
sample_3_Aligned.sortedByCoord.out,chr10,1733639,1742369,-,12,2,14,known,chr10:1733639-1742369
sample_3_Aligned.sortedByCoord.out,chr6,32743757,32748837,-,9,4,13,known,chr6:32743757-32748837
sample_3_Aligned.sortedByCoord.out,chr1,41409528,41411737,-,10,1,11,known,chr1:41409528-41411737
sample_3_Aligned.sortedByCoord.out,chr17,42227845,42231018,+,25,2,27,known,chr17:42227845-42231018
sample_3_Aligned.sortedByCoord.out,chr12,36672617,36676936,-,11,1,12,known,chr12:36672617-36676936
sample_3_Aligned.sortedByCoord.out,chr15,7356026,7360279,-,8,2,10,known,chr15:7356026-7360279
sample_3_Aligned.sortedByCoord.out,chr7,36482743,36487229,-,7,2,9,known,chr7:36482743-36487229
sample_3_Aligned.sortedByCoord.out,chr17,39778871,39779770,+,10,6,16,known,chr17:39778871-39779770
sample_3_Aligned.sortedByCoord.out,chr11,25270960,25274225,-,8,2,10,novel,chr11:25270960-25274225
sample_3_Aligned.sortedByCoord.out,chr12,6506482,6507711,-,9,4,13,known,chr12:6506482-6507711
sample_3_Aligned.sortedByCoord.out,chr6,22743995,22750473,+,9,2,11,known,chr6:22743995-22750473
sample_3_Aligned.sortedByCoord.out,chr10,14590956,14600375,-,13,3,16,known,chr10:14590956-14600375
sample_3_Aligned.sortedByCoord.out,chr2,2472616,2477270,+,13,2,15,known,chr2:2472616-2477270
sample_3_Aligned.sortedByCoord.out,chr6,8142694,8152597,+,10,3,13,known,chr6:8142694-8152597
sample_3_Aligned.sortedByCoord.out,chr1,14163133,14166134,-,14,3,17,known,chr1:14163133-14166134
sample_3_Aligned.sortedByCoord.out,chr4,41554525,41558717,-,12,2,14,novel,chr4:41554525-41558717
sample_3_Aligned.sortedByCoord.out,chr2,42174306,42180083,+,8,2,10,known,chr2:42174306-42180083
sample_3_Aligned.sortedByCoord.out,chr1,18880248,18884955,-,7,3,10,known,chr1:18880248-18884955
sample_3_Aligned.sortedByCoord.out,chr13,41078755,41085017,+,5,3,8,novel,chr13:41078755-41085017
sample_3_Aligned.sortedByCoord.out,chr3,27265747,27275354,+,14,3,17,known,chr3:27265747-27275354
sample_3_Aligned.sortedByCoord.out,chr12,44528412,44535274,+,8,4,12,known,chr12:44528412-44535274
sample_3_Aligned.sortedByCoord.out,chr9,3657289,3661280,+,10,1,11,known,chr9:3657289-3661280
sample_3_Aligned.sortedByCoord.out,chr12,20665948,20668723,-,7,2,9,known,chr12:20665948-20668723
sample_3_Aligned.sortedByCoord.out,chr19,47009724,47016620,-,14,1,15,novel,chr19:47009724-47016620
sample_3_Aligned.sortedByCoord.out,chr20,3030157,3038135,-,5,2,7,known,chr20:3030157-3038135
sample_3_Aligned.sortedByCoord.out,chr19,2664592,2668986,+,10,1,11,known,chr19:2664592-2668986
sample_3_Aligned.sortedByCoord.out,chr15,34535094,34535454,-,5,2,7,novel,chr15:34535094-34535454
sample_3_Aligned.sortedByCoord.out,chr8,25775256,25780435,+,11,2,13,novel,chr8:25775256-25780435
sample_3_Aligned.sortedByCoord.out,chr11,13925884,13926695,+,13,4,17,known,chr11:13925884-13926695
sample_3_Aligned.sortedByCoord.out,chr6,39818559,39820867,+,7,2,9,novel,chr6:39818559-39820867
sample_3_Aligned.sortedByCoord.out,chr4,11055665,11058815,+,13,3,16,known,chr4:11055665-11058815
sample_3_Aligned.sortedByCoord.out,chr19,32533557,32534034,+,10,0,10,known,chr19:32533557-32534034
sample_3_Aligned.sortedByCoord.out,chr5,11125245,11134295,+,15,2,17,known,chr5:11125245-11134295
sample_3_Aligned.sortedByCoord.out,chr8,36219741,36220320,-,7,2,9,known,chr8:36219741-36220320
sample_3_Aligned.sortedByCoord.out,chr4,32098611,32099349,-,9,1,10,known,chr4:32098611-32099349
sample_3_Aligned.sortedByCoord.out,chr1,25080488,25085606,+,7,1,8,novel,chr1:25080488-25085606
sample_3_Aligned.sortedByCoord.out,chr5,6924215,6926300,+,9,0,9,known,chr5:6924215-6926300
sample_3_Aligned.sortedByCoord.out,chr8,7897261,7901608,+,14,1,15,known,chr8:7897261-7901608
sample_3_Aligned.sortedByCoord.out,chr4,20646865,20649657,-,6,0,6,novel,chr4:20646865-20649657
sample_3_Aligned.sortedByCoord.out,chr17,39015314,39020066,-,4,3,7,known,chr17:39015314-39020066
sample_3_Aligned.sortedByCoord.out,chr21,2067508,2073692,-,8,0,8,novel,chr21:2067508-2073692
sample_3_Aligned.sortedByCoord.out,chr8,36374080,36374771,-,13,1,14,known,chr8:36374080-36374771
sample_3_Aligned.sortedByCoord.out,chr21,45452918,45453929,-,11,2,13,known,chr21:45452918-45453929
sample_3_Aligned.sortedByCoord.out,chr9,1324220,1325449,+,7,2,9,known,chr9:1324220-1325449
sample_3_Aligned.sortedByCoord.out,chr10,37621656,37625361,-,10,2,12,novel,chr10:37621656-37625361
sample_3_Aligned.sortedByCoord.out,chr13,1005531,1015365,-,6,1,7,known,chr13:1005531-1015365
sample_3_Aligned.sortedByCoord.out,chr22,4246772,4256655,+,11,3,14,known,chr22:4246772-4256655
sample_3_Aligned.sortedByCoord.out,chr9,41600736,41609712,+,10,1,11,known,chr9:41600736-41609712
sample_3_Aligned.sortedByCoord.out,chr11,20060661,20069063,+,10,5,15,known,chr11:20060661-20069063
sample_3_Aligned.sortedByCoord.out,chr9,38734278,38740011,+,10,1,11,known,chr9:38734278-38740011
sample_3_Aligned.sortedByCoord.out,chr14,43011593,43020408,+,8,4,12,known,chr14:43011593-43020408
sample_3_Aligned.sortedByCoord.out,chr1,13974785,13983091,-,16,4,20,novel,chr1:13974785-13983091
sample_3_Aligned.sortedByCoord.out,chr13,9373383,9383301,-,10,3,13,known,chr13:9373383-9383301
sample_3_Aligned.sortedByCoord.out,chr14,13273041,13277821,-,8,2,10,known,chr14:13273041-13277821
sample_3_Aligned.sortedByCoord.out,chr12,37047079,37054619,-,6,2,8,known,chr12:37047079-37054619
sample_3_Aligned.sortedByCoord.out,chr10,28251066,28254663,+,6,3,9,known,chr10:28251066-28254663
sample_3_Aligned.sortedByCoord.out,chr1,11401801,11407468,+,7,1,8,known,chr1:11401801-11407468
sample_3_Aligned.sortedByCoord.out,chr11,13985004,13987562,-,10,1,11,known,chr11:13985004-13987562
sample_3_Aligned.sortedByCoord.out,chr13,41356799,41364375,+,10,3,13,known,chr13:41356799-41364375
sample_3_Aligned.sortedByCoord.out,chr7,46879001,46884270,+,10,0,10,novel,chr7:46879001-46884270
sample_3_Aligned.sortedByCoord.out,chr9,11529082,11537199,-,9,0,9,known,chr9:11529082-11537199
sample_3_Aligned.sortedByCoord.out,chr7,24322710,24323598,+,13,1,14,known,chr7:24322710-24323598
sample_3_Aligned.sortedByCoord.out,chr15,40886719,40887036,+,8,3,11,known,chr15:40886719-40887036
sample_3_Aligned.sortedByCoord.out,chr9,4579897,4584042,-,9,3,12,known,chr9:4579897-4584042
sample_3_Aligned.sortedByCoord.out,chr19,7535303,7535888,-,10,1,11,known,chr19:7535303-7535888
sample_3_Aligned.sortedByCoord.out,chr12,14111311,14113917,+,13,5,18,novel,chr12:14111311-14113917
sample_3_Aligned.sortedByCoord.out,chr9,27453731,27456938,+,11,1,12,known,chr9:27453731-27456938
sample_3_Aligned.sortedByCoord.out,chr8,8391766,8400340,+,10,2,12,known,chr8:8391766-8400340
sample_3_Aligned.sortedByCoord.out,chr9,17606903,17614285,-,10,3,13,known,chr9:17606903-17614285
sample_3_Aligned.sortedByCoord.out,chr7,4520774,4527382,-,9,3,12,known,chr7:4520774-4527382
sample_3_Aligned.sortedByCoord.out,chr17,20105153,20114787,+,6,2,8,known,chr17:20105153-20114787
sample_3_Aligned.sortedByCoord.out,chr15,20311340,20314086,-,11,1,12,known,chr15:20311340-20314086
sample_3_Aligned.sortedByCoord.out,chr16,10993494,10999360,-,9,2,11,known,chr16:10993494-10999360
sample_3_Aligned.sortedByCoord.out,chr21,39512437,39517366,-,14,2,16,known,chr21:39512437-39517366
sample_3_Aligned.sortedByCoord.out,chr21,46833666,46843523,+,13,4,17,novel,chr21:46833666-46843523
sample_3_Aligned.sortedByCoord.out,chr1,47670964,47672968,+,7,1,8,novel,chr1:47670964-47672968
sample_3_Aligned.sortedByCoord.out,chr17,30714727,30719493,-,10,2,12,known,chr17:30714727-30719493
sample_3_Aligned.sortedByCoord.out,chr20,42776983,42777671,+,7,2,9,novel,chr20:42776983-42777671
sample_3_Aligned.sortedByCoord.out,chr19,14314805,14318054,+,9,2,11,known,chr19:14314805-14318054
sample_3_Aligned.sortedByCoord.out,chr9,4560914,4562527,-,14,3,17,known,chr9:4560914-4562527
sample_3_Aligned.sortedByCoord.out,chr9,43309746,43319596,-,6,2,8,novel,chr9:43309746-43319596
sample_3_Aligned.sortedByCoord.out,chr22,5535975,5545190,-,12,2,14,known,chr22:5535975-5545190
sample_3_Aligned.sortedByCoord.out,chr14,30044939,30052973,+,7,1,8,known,chr14:30044939-30052973
sample_3_Aligned.sortedByCoord.out,chr4,2718710,2724579,+,7,4,11,novel,chr4:2718710-2724579
sample_3_Aligned.sortedByCoord.out,chr21,46489086,46496504,-,11,1,12,novel,chr21:46489086-46496504
sample_3_Aligned.sortedByCoord.out,chr11,33004100,33006706,+,13,4,17,novel,chr11:33004100-33006706
sample_3_Aligned.sortedByCoord.out,chr7,44481288,44490144,-,4,1,5,known,chr7:44481288-44490144
sample_3_Aligned.sortedByCoord.out,chr5,1794933,1795925,-,13,2,15,known,chr5:1794933-1795925
sample_3_Aligned.sortedByCoord.out,chr4,8384702,8392368,-,12,0,12,known,chr4:8384702-8392368
sample_3_Aligned.sortedByCoord.out,chr14,20902661,20912387,-,8,0,8,known,chr14:20902661-20912387
sample_3_Aligned.sortedByCoord.out,chr19,47149592,47152256,+,12,3,15,novel,chr19:47149592-47152256
sample_3_Aligned.sortedByCoord.out,chr1,33179909,33182031,+,9,0,9,known,chr1:33179909-33182031
sample_3_Aligned.sortedByCoord.out,chr5,35185968,35186557,+,14,3,17,known,chr5:35185968-35186557
sample_3_Aligned.sortedByCoord.out,chr7,41138571,41143969,+,9,2,11,known,chr7:41138571-41143969
sample_3_Aligned.sortedByCoord.out,chr13,20541879,20542257,+,12,1,13,known,chr13:20541879-20542257
sample_3_Aligned.sortedByCoord.out,chr7,38219042,38224118,-,11,2,13,known,chr7:38219042-38224118
sample_3_Aligned.sortedByCoord.out,chr11,2711480,2719183,-,11,3,14,known,chr11:2711480-2719183
sample_3_Aligned.sortedByCoord.out,chr2,10546156,10552770,+,12,1,13,known,chr2:10546156-10552770
sample_3_Aligned.sortedByCoord.out,chr8,40329728,40339585,+,12,2,14,known,chr8:40329728-40339585
sample_3_Aligned.sortedByCoord.out,chr16,42170946,42173007,-,10,4,14,novel,chr16:42170946-42173007
sample_3_Aligned.sortedByCoord.out,chr14,5565590,5574042,-,15,5,20,known,chr14:5565590-5574042
sample_3_Aligned.sortedByCoord.out,chr8,14909358,14915100,-,18,4,22,known,chr8:14909358-14915100
sample_3_Aligned.sortedByCoord.out,chr15,30461192,30464041,+,13,1,14,known,chr15:30461192-30464041
sample_3_Aligned.sortedByCoord.out,chr14,49059156,49068687,-,9,1,10,known,chr14:49059156-49068687
sample_3_Aligned.sortedByCoord.out,chr19,20704305,20707788,-,12,1,13,known,chr19:20704305-20707788
sample_3_Aligned.sortedByCoord.out,chr6,5842291,5847505,-,10,2,12,known,chr6:5842291-5847505
sample_3_Aligned.sortedByCoord.out,chr9,5117312,5126294,-,6,2,8,known,chr9:5117312-5126294
sample_3_Aligned.sortedByCoord.out,chr6,28789870,28794509,-,10,4,14,known,chr6:28789870-28794509
sample_3_Aligned.sortedByCoord.out,chr19,14927819,14930339,+,8,1,9,known,chr19:14927819-14930339
sample_3_Aligned.sortedByCoord.out,chr20,48194291,48204013,+,10,2,12,known,chr20:48194291-48204013
sample_3_Aligned.sortedByCoord.out,chr13,18729290,18732061,+,4,2,6,novel,chr13:18729290-18732061
sample_3_Aligned.sortedByCoord.out,chr10,39083978,39091969,-,13,1,14,known,chr10:39083978-39091969
sample_3_Aligned.sortedByCoord.out,chr10,44705817,44712608,-,5,2,7,known,chr10:44705817-44712608
sample_3_Aligned.sortedByCoord.out,chr19,25662478,25668531,+,9,2,11,known,chr19:25662478-25668531
sample_3_Aligned.sortedByCoord.out,chr19,36976694,36981004,-,11,2,13,known,chr19:36976694-36981004
sample_3_Aligned.sortedByCoord.out,chr19,13659586,13668637,-,13,3,16,known,chr19:13659586-13668637
sample_3_Aligned.sortedByCoord.out,chr15,6197142,6205352,-,12,3,15,known,chr15:6197142-6205352
sample_3_Aligned.sortedByCoord.out,chr7,32609258,32612972,+,8,1,9,known,chr7:32609258-32612972
sample_3_Aligned.sortedByCoord.out,chr22,36518586,36528009,-,9,3,12,known,chr22:36518586-36528009
sample_3_Aligned.sortedByCoord.out,chr12,17875610,17884203,-,7,1,8,known,chr12:17875610-17884203
sample_3_Aligned.sortedByCoord.out,chr19,3066158,3067236,-,14,1,15,novel,chr19:3066158-3067236
sample_3_Aligned.sortedByCoord.out,chr21,38411177,38418261,+,10,2,12,known,chr21:38411177-38418261
sample_3_Aligned.sortedByCoord.out,chr20,35175819,35176642,-,8,3,11,novel,chr20:35175819-35176642
sample_3_Aligned.sortedByCoord.out,chr17,13707601,13710914,+,8,2,10,known,chr17:13707601-13710914
sample_3_Aligned.sortedByCoord.out,chr19,14902727,14905538,+,14,1,15,novel,chr19:14902727-14905538
sample_3_Aligned.sortedByCoord.out,chr6,46122027,46130356,-,7,2,9,known,chr6:46122027-46130356
sample_3_Aligned.sortedByCoord.out,chr16,7811880,7818138,+,12,2,14,known,chr16:7811880-7818138
sample_3_Aligned.sortedByCoord.out,chr19,10732065,10734422,+,13,2,15,known,chr19:10732065-10734422
sample_3_Aligned.sortedByCoord.out,chr5,35547782,35557381,-,11,1,12,known,chr5:35547782-35557381
sample_3_Aligned.sortedByCoord.out,chr12,2938153,2946583,+,10,0,10,known,chr12:2938153-2946583
sample_3_Aligned.sortedByCoord.out,chr5,22020778,22026330,+,13,2,15,known,chr5:22020778-22026330
sample_3_Aligned.sortedByCoord.out,chr14,32118214,32119957,+,6,1,7,known,chr14:32118214-32119957
sample_3_Aligned.sortedByCoord.out,chr7,47168240,47169639,+,7,0,7,known,chr7:47168240-47169639
sample_3_Aligned.sortedByCoord.out,chr2,41606713,41616495,+,11,2,13,known,chr2:41606713-41616495
sample_3_Aligned.sortedByCoord.out,chr11,40397920,40400725,+,7,2,9,known,chr11:40397920-40400725
sample_3_Aligned.sortedByCoord.out,chr9,36610299,36613112,-,7,1,8,known,chr9:36610299-36613112
sample_3_Aligned.sortedByCoord.out,chr1,33838411,33838823,+,14,1,15,novel,chr1:33838411-33838823
sample_3_Aligned.sortedByCoord.out,chr22,9416211,9418715,+,19,5,24,known,chr22:9416211-9418715
sample_3_Aligned.sortedByCoord.out,chr3,19601717,19603455,-,13,1,14,known,chr3:19601717-19603455
sample_3_Aligned.sortedByCoord.out,chr11,47920259,47927594,-,5,5,10,novel,chr11:47920259-47927594
sample_3_Aligned.sortedByCoord.out,chr19,5701469,5707586,-,8,1,9,novel,chr19:5701469-5707586
sample_3_Aligned.sortedByCoord.out,chr17,30534816,30540678,-,5,2,7,novel,chr17:30534816-30540678
sample_3_Aligned.sortedByCoord.out,chr16,40489008,40492062,-,10,4,14,known,chr16:40489008-40492062
sample_3_Aligned.sortedByCoord.out,chr7,47557707,47565719,+,8,1,9,known,chr7:47557707-47565719
sample_3_Aligned.sortedByCoord.out,chr2,9357756,9363328,+,12,5,17,novel,chr2:9357756-9363328
sample_3_Aligned.sortedByCoord.out,chr18,36415217,36423807,+,9,2,11,known,chr18:36415217-36423807
sample_3_Aligned.sortedByCoord.out,chr1,16290272,16296831,-,8,2,10,known,chr1:16290272-16296831
sample_3_Aligned.sortedByCoord.out,chr18,27901519,27904499,-,4,0,4,novel,chr18:27901519-27904499
sample_3_Aligned.sortedByCoord.out,chr10,28089482,28097380,-,4,3,7,known,chr10:28089482-28097380
sample_3_Aligned.sortedByCoord.out,chr11,45114369,45122256,+,8,3,11,known,chr11:45114369-45122256
sample_3_Aligned.sortedByCoord.out,chr6,43805750,43806180,+,6,4,10,known,chr6:43805750-43806180
sample_3_Aligned.sortedByCoord.out,chr16,24525815,24535154,-,8,2,10,known,chr16:24525815-24535154
sample_3_Aligned.sortedByCoord.out,chr1,29416841,29425052,-,8,1,9,known,chr1:29416841-29425052
sample_3_Aligned.sortedByCoord.out,chr7,27351030,27360335,+,12,3,15,known,chr7:27351030-27360335
sample_3_Aligned.sortedByCoord.out,chr2,42914278,42919740,-,11,4,15,novel,chr2:42914278-42919740
sample_3_Aligned.sortedByCoord.out,chr14,32155656,32162067,+,10,1,11,known,chr14:32155656-32162067
sample_3_Aligned.sortedByCoord.out,chr16,32036772,32041266,+,9,2,11,known,chr16:32036772-32041266
sample_3_Aligned.sortedByCoord.out,chr20,2845761,2849398,+,3,2,5,known,chr20:2845761-2849398
sample_3_Aligned.sortedByCoord.out,chr3,26459347,26463969,+,15,1,16,known,chr3:26459347-26463969
sample_3_Aligned.sortedByCoord.out,chr16,32881102,32890078,-,10,4,14,known,chr16:32881102-32890078
sample_3_Aligned.sortedByCoord.out,chr6,22718106,22721538,+,11,4,15,known,chr6:22718106-22721538
sample_3_Aligned.sortedByCoord.out,chr1,12568002,12574712,+,9,1,10,novel,chr1:12568002-12574712
sample_3_Aligned.sortedByCoord.out,chr6,14818645,14825463,+,18,0,18,known,chr6:14818645-14825463
sample_3_Aligned.sortedByCoord.out,chr9,38336957,38342142,+,13,0,13,known,chr9:38336957-38342142
sample_3_Aligned.sortedByCoord.out,chr18,14615076,14617132,-,10,5,15,known,chr18:14615076-14617132
sample_3_Aligned.sortedByCoord.out,chr3,46483136,46491661,-,9,1,10,novel,chr3:46483136-46491661
sample_3_Aligned.sortedByCoord.out,chr1,48633483,48641497,+,13,4,17,known,chr1:48633483-48641497
sample_3_Aligned.sortedByCoord.out,chr13,48607766,48608233,+,16,3,19,known,chr13:48607766-48608233
sample_3_Aligned.sortedByCoord.out,chr20,13594565,13604122,-,10,3,13,known,chr20:13594565-13604122
sample_3_Aligned.sortedByCoord.out,chr4,11591381,11597244,-,11,0,11,known,chr4:11591381-11597244
sample_3_Aligned.sortedByCoord.out,chr20,30575623,30578132,-,10,3,13,known,chr20:30575623-30578132
sample_3_Aligned.sortedByCoord.out,chr7,15223719,15226246,-,15,2,17,known,chr7:15223719-15226246
sample_3_Aligned.sortedByCoord.out,chr6,19076147,19082232,+,11,0,11,known,chr6:19076147-19082232
